ID;Content;Lab;NumL
2080;Bu reytingleri hak edecek kadar kötü değildi bölüm. Bunun sorumlusu fragmanları hazırlayan çalışanınız. Heyecanı kaçmasın diye diye hiçbir fragman bölümü yansıtmıyor bölümün son sahnelerinden fragmanlarda olsaydı reyting sıralaması çok başka olurdu @ayilmazekmekci #ArkaSokaklar https://t.co/U9tESoYjoy;Positive;1
2081;bu reytingleri şevket abi'ye gösterin bence niye'mi bu sezon 608 bölümde mesut'un konusu olmasına rağmen dizi total'de 4 olmuştu mesut'un konuları neden son 4 sezondur tutmuyor oyuncu düşünüp eleştiri yapması lazım bence @erlerfilm_ @ayilmazekmekci @sevketcoruh_ #arkasokaklar https://t.co/Ggnx6sQ52J;Neutral;2
2082;Bu sahnede👇niye Mesut'un suratini görmüyor seyirci oldu bittiye getirelim deme lüksünuz yok artık SelMes'e ait her detay önemliyken umursamamanız sizi kötü duruma düşürdü montaj kurgu çekimler SelMes de dikkat edilmeli yapım yönetmenleri kesin uyarmali @erlerfilm_ #ArkaSokaklar https://t.co/1WWqO0o8Ko;Negative;4
2083;Bu sahnede👇niye Mesut'un suratini görmüyor seyirci oldu bittiye getirelim deme lüksünuz yok artık SelMes'e ait her detay önemliyken umursamamanız sizi kötü duruma düşürdü montaj kurgu çekimler SelMes de dikkat edilmeli yapım yönetmenleri kesin uyarmali @erlerfilm_ #ArkaSokaklar https://t.co/1WWqO0o8Ko;Negative;4
2084;bu sahneler çok komik 4 yıldır komedi hüsnü ve hakan'ın kadın olaylarından ve bel altı sahnelerden geçiyor 4 yıldır diziyi komedi dizisine çevirdiniz ahmet yurdakul bırakınca aynı hata yapıp 7 8 9 sezon kötü reyting alıp 9 sezon final oldunuz @ozanemre @ererfilm_ #arkasokaklar https://t.co/sxCnxdBENw;Negative;4
2085;bu sahneler çok komik 4 yıldır komedi hüsnü ve hakan'ın kadın olaylarından ve bel altı sahnelerden geçiyor 4 yıldır diziyi komedi dizisine çevirdiniz ahmet yurdakul bırakınca aynı hata yapıp 7 8 9 sezon kötü reyting alıp 9 sezon final oldunuz @ozanemre @ererfilm_ #arkasokaklar https://t.co/sxCnxdBENw;Negative;4
2086;"Bu sahnenin kamera arkası videosunu istiyorum 🙆🏻‍♀️🤪😂😂😂
@FOXTurkiye @evlilikhkhersey

Gökçe ve Sumru muhteşemsiniz 🤩😂😂
#EvlilikHakkındaHerŞey https://t.co/p66tItszxL";Positive;1
2087;Bu sektör hakkında zerre bilginiz yok yapımcıların dünyasını bilmiyorsunuz hiç sette çalışmadınız ki! Şartları nerden bilebilirsiniz! Ben eleştiri yaparken yapımdan kimseye küfür hakaret etmedim gördüğüm olayı yorumladım sadece kimi kime şikayet edeceksiniz?! #MasumlarApartmanı;Neutral;2
2088;bu sezon 28 bölüm yayınlandı mesut bu yelek'i en az 20 bölüm giydi yakışmadığı belli kötü giyinmek için giyiniyor dizinin tutma sebebini mesut'un kötü giyinmesine bağlayan kişiler dizide çalışmaya devam ettiği için 1960 kurulan yapımın 1tane dizisi var @sevketcoruh_ #arkasokaklar https://t.co/1FhnKDN0ih;Negative;4
2089;bu sezon 28 bölüm yayınlandı mesut bu yelek'i en az 20 bölüm giydi yakışmadığı belli kötü giyinmek için giyiniyor dizinin tutma sebebini mesut'un kötü giyinmesine bağlayan kişiler dizide çalışmaya devam ettiği için 1960 kurulan yapımın 1tane dizisi var @sevketcoruh_ #arkasokaklar https://t.co/1FhnKDN0ih;Negative;4
2090;bu sezon başlayan yaz dizilerinde sadece kalp yarası ve aşk mantık tuttu neden diğer başlayan diziler tutmadı mekan'da dolayı mekan önemli sıcaklık enerji önemli mesut'un evi kötü gazi kötü yorumları seyirci diziyi seviyor diye atıyor dediğimi yapın diye değil #arkasokaklar;Negative;4
2091;bu sezon başlayan yaz dizilerinde sadece kalp yarası ve aşk mantık tuttu neden diğer başlayan diziler tutmadı mekan'da dolayı mekan önemli sıcaklık enerji önemli mesut'un evi kötü gazi kötü yorumları seyirci diziyi seviyor diye atıyor dediğimi yapın diye değil #arkasokaklar;Negative;4
2092;"Bu sikko boktan diziyi izleyen herkes aptaldır. Teyzem dahil aw resmen mallara hitap ediyor 3 iq dizisi iyyyk paso yuksek tondan müzik şarkı 
#MasumlarApartmanı";Negative;4
2093;"Bu tatlılığınız halis mi yaa, bebişleri de doğuyor en minnoş anne babası sizsiniz 🫠

#MasumlarApartmanı https://t.co/Whapr9OEHo https://t.co/OvHe4MPTw7";Positive;1
2094;bugunki sete ait selin varmı bilmiyorum ama yok gibi bu sezon sürekli emekli gibi yazılan bir selin var bu sezon 29 bölüm yayınlanmış 1 kez 9 1 kez 8 reyting geldi hep 5 6 reyting 3.5 yıldır reytingler neden kötü sebebi belli @erlerfilm_ @ozanemre @ayilmazekmekci #arkasokaklar https://t.co/jI7pHFfXLi;Neutral;2
2095;bugunki sete ait selin varmı bilmiyorum ama yok gibi bu sezon sürekli emekli gibi yazılan bir selin var bu sezon 29 bölüm yayınlanmış 1 kez 9 1 kez 8 reyting geldi hep 5 6 reyting 3.5 yıldır reytingler neden kötü sebebi belli @erlerfilm_ @ozanemre @ayilmazekmekci #arkasokaklar https://t.co/jI7pHFfXLi;Neutral;2
2096;bugün 3 reyting gelirse ne olcak yapım sezon sonu yine oyuncu yollayıp yine oyuncu'mu alıcak yoksa 4 yıldır reytinglerin kötü olma sebebinin senaryo olduğu anlayıp senaristler'mi yyollucak en merak ettiğim şey bu açıkcası @ozanemre @erlefilm_ @aermis77 #arkasokaklar;Negative;4
2097;bugün 3 reyting gelirse ne olcak yapım sezon sonu yine oyuncu yollayıp yine oyuncu'mu alıcak yoksa 4 yıldır reytinglerin kötü olma sebebinin senaryo olduğu anlayıp senaristler'mi yyollucak en merak ettiğim şey bu açıkcası @ozanemre @erlefilm_ @aermis77 #arkasokaklar;Negative;4
2098;"Bugün çok güzel bir gün 🤍
Çolpan ve Erman siz harikasınız, iki varsınız 🖤 kaç kere söyledim, onlar en iyi çift ve en güzel partnerler
#EvlilikHakkındaHerŞey #çoler https://t.co/Cb4DABFgW9";Positive;1
2099;Bugün de dilek hakkımı Memduh beyin tahlillerinin temiz çıkmasına harcadım, ama olsun beee helali hoş olsun yeter ki iyi ol kıyamam Memduh 🥲 #MasumlarApartmanı;Positive;1
2100;"Bugün günlerden sempatik, tutkulu, komik, çılgın, zeki, aşık, tatlı çiftimiz Bora &amp; Sanem💜✨
#EvlilikHakkındaHerŞey #BorSan https://t.co/1U1iqwGnTz";Neutral;2
2101;bugün şarkılar müthiş olmuş diziye ya hepsi cuk 🥲 #EvlilikHakkındaHerŞey;Positive;1
2102;"Bunun ruh ikizi 
#Gönüldağı Muammer
Ş.urfa şampiyonluk maçı İbrahim Tatlıses https://t.co/8rHaS0YbSZ";Neutral;2
2103;"Burcu ağlıyor yüreği burada yanıyor ağlayan sesiyle yüreğimi yaktı😭💔
Kesinlikle mükemmel sahne
Daha fazla yaratıcılık için sonraki bölümleri bekliyoruz 👏🏻

@burcu_biricik @ceyhangir 
#burcubiricik #CamdakiKız #nalan 
#CihangirCeyhan #HayNal https://t.co/j8lY4UvFHm";Positive;1
2104;"BURCU'nun enerjisi harika😍😍
#BurcuÖzberk #aşkmantıkintikam https://t.co/cP5WQfOeUM";Positive;1
2105;"BURCU'nun oyunculuğu harika ⭐🧿
#BurcuÖzberk #aşkmantıkintikam https://t.co/DSVQ2Ezrqj";Positive;1
2106;"Burcu'nun Oyunculuğu Muhteşem,Duyguları Çok Güzel Yansıtıyor,Nalan'ı Oynamıyor Yaşıyor🥰
#CamdakiKız https://t.co/nL9n9a8yKQ";Positive;1
2107;Burcuyu yemek istediğim o anlarr😂😂 ekran karsısında bayıldımmm😍😍 daha iyisı olamazdı nasıl tatlıydı... Anne ol #BurcuÖzberk #AşkMantıkİntikam https://t.co/c3MLxhWrKb;Positive;1
2108;"Burdaki bebişe masallah diyiş.Tatlı sarılma.

#Elken #ZümreMeğreli #SerkanKuru
#Elif #Kenan #GönülDağı https://t.co/bY9Y6p3EIT";Positive;1
2109;Büge bir daha kimseyi öldürme deyince tüm cinayetler affedilip birlikte mutlu Mesut yaşayacaklar mı yani senaristler siz nasıl bir kafadasınız ya da diziler aracılığıyla her kötülüğü pisliği normalleştirmeye mi çabalıyorsunuz #mahkum;Negative;4
2110;"Büge ilk bölümden beri aşıktı evet ama asla böyle değildi barışın pisliklerinin farkındaydı ve tavrı netti bu konuda şimdi barışın daha da iğrençleşmesine rağmen hala daha onun yanında duruyor birde ona destek oluyor nolur karekteri güzel yazın ya bu kız böyle değildi 
#mahkum";Neutral-Negative;3
2111;"Büge neden hala Barışın yanında niye onun tarafını tutuyo hala siz beni delirtmek mi istiyorsunuz ne hale getirdiniz kızı iyice gurursuz oldu ya bide kalkmış barışla birlikte sashayı arıyo falan şaka mı bu nerde o ilk bölümlerde ki büge bana onu geri verin
#mahkum #kimyaptı";Neutral-Negative;3
2112;Bütün erkekler Somer gibi bir kadın delisi olduğu için (terbiyem el verdiği kadar bir kadın diyorum!) Somer gibiler de çoğalır #ÜçKızKardeş gibi diziler de... Sonra niye erkekler kötü;Neutral-Negative;3
2113;Bütün oyuncular  tabiki çok güzel,harika bir dizi lakin Gülcihan @devrimyakut olmadan biraz tatsız tuzsuz hastane yemeği gibi🙂Herhalde Devrim hanım hasta öyleyse çok geçmiş olsun #CamdakiKız;Positive;1
2114;"Camdaki kız sayesinde iyice müslümcü olduk iyi mi
Her bölüm müslüm baba :) #camdakikız";Neutral;2
2115;"Canım AsRam iyi ki siz ya ❤️
Gif harika ya bayıldım 😢

#GönülDağı #AsRam https://t.co/0zgr3cpOsb";Positive;1
2116;Canım dedi ya siz cok tatlısınız ayrıntılarınız o kadar güzel ki #ArkaSokaklar #SelMes;Positive;1
2117;Canım dedi ya siz cok tatlısınız ayrıntılarınız o kadar güzel ki #ArkaSokaklar #SelMes;Positive;1
2118;"Canım OyŞev bayılıyorum şu muhteşem enerjinize 🥰🔥

#SelMes #ArkaSokaklar https://t.co/wYuJwsqJuM";Positive;1
2119;"Cemreyi çıkarmaları kötü oldu, barışla kardeş mevzuları ilgi çekici olabilirdi. Öldüreceksen finale doğru öldür nasıl bi senarist bu ben anlamıyorum. 
#Mahkum https://t.co/5PqEvCVqNw";Negative;4
2120;Cemreyi kim öldürdü?  #Mahkum;Neutral;2
2121;"Cemre'yi mücahit öldürdü diye gösteriyorlar ama mücahit saşhayı kaçırdı yemedik yani  dnkdkdkdjd

#Mahkum";Neutral;2
2122;Cemreyi öldüren SAVAŞŞŞŞŞ bence #Mahkum;Neutral;2
2123;Cemreyi öldürende Büge cıkarsa şaşırmam valla #Mahkum;Neutral;2
2124;"Cemreyi Sasha da Ali de öldürmedi. Başkası öldürdü bence.

#Mahkum #kimyaptı";Neutral;2
2125;cemreyi sevmeyin ama o bizim televizyonda tam anlamıyla ihtiyacımız olan bir kadın karakterdi. güçlü, hırslı,inatçı, katillere, şiddete taviz vermeyen, haddi bildirilen değil, suçlulara haddini bildirecek iradeye sahip bir kadın karakter. #mahkum;Neutral;2
2126;Cidden artık çiftime sahne yazın beeee 🥲 neyse ki cemilem Elif’i getirmeye gitmiş her zaman ki gibi kendinden başkasını düşünmüş yani 😊 #gönüldağı https://t.co/gzXpBNWf8E;Neutral;2
2127;"Cidden asla mantıksızlık olmaz,  lütfen savaş geri gelsin  #mahkum eski havasına kavuşsun.
hiç zor değil bir kalem kadar yakin ☺️ @ugrasgunes";Neutral;2
2128;Cidden bomboş bir bölümdü, toplasak 20 dakika falan iyi sahne vardır 😶 #mahkum #kimyaptı https://t.co/GTWMT9qZTU;Negative;4
2129;"Cidden bu kadar zor gekiyorsa bırakın

#SelMes #ArkaSokaklar";Negative;4
2130;"cidden çok bir şey istememiştik.
#GönülDağı #NişanımızVar https://t.co/cGJAtGBYkF";Neutral;2
2131;Cidden çok güzel bir sahneydi.👌🏻 #Gönüldağı #VeyKen #Kenan https://t.co/dL7wH3PmfJ https://t.co/T52DMqwqQm;Positive;1
2132;Cidden kim yapıyor bunları ya Sasha zaten sinyorun elinde o olamaz, Barış desen o Sashayi arıyor yani o da olamaz kim yaptı bunları kim #mahkum;Neutral;2
2133;"Cidden kusmalık

#SelMes #ArkaSokaklar";Negative;4
2134;Cidden merakımdan soruyorum. Hadi diyelim Batuga öldü. Bu tamam okey. Ee sonra? Ne yapacaksınız? Hikayeyi nasıl devam ettireceksiniz? #Destan;Negative;4
2135;"CİDDEN Mİ YA CİDDEN Mİ?

#Mahkum #KimYaptı https://t.co/mg5CbG2jMS";Neutral;2
2136;"Cidden ne izliyoruz ki biz 

#SelMes #ArkaSokaklar";Negative;4
2137;"Cidden peruğa baktıkça sinirlerim bozuluyor 

#SelMes #ArkaSokaklar";Neutral-Negative;3
2138;"Cidden size yazıklar olsun.
Kaç yıl süründürdüğünüz bir çift var Gazi’de. Kaç bölümdür evde bile göremezken,dizi 4 bandına düştüğünde hakanı izletiyor bize senarist… Doğru mu bu sizce ? @ayilmazekmekci 
@erlerfilm_ 

#SelMes #ArkaSokaklar https://t.co/KYkBKrqfUk";Negative;4
2139;"Ciddi ciddi sona yaklaşıyoruz.Ben hiç hazır değilim,ne yapacağım bilmiyorum.Bir devrin sonu resmen...
#MasumlarApartmanı";Neutral;2
2140;"Ciddiye alamıyorum KSKSKSKSK

#SelMes #ArkaSokaklar";Neutral;2
2141;"Ciddiye alamıyorum KSKSKSKSK

#SelMes #ArkaSokaklar";Neutral;2
2142;Ciğer kalmamıştır şu sahneden sonra.. #Mahkum;Positive;1
2143;"Ciğeri kediye emanet edip(kadın ve erkek tek bir ortamda,arabada vs)kalırsa, hatta yazışırsa,konuşursa iki kişinin üçüncüsü şeytan olur.

#CamdakiKız https://t.co/t7DwCwzx48";Neutral;2
2144;Ciğerim söküldu be Mesut 😭 #ÜçKızKardeş;Positive;1
2145;"Ciğerim söküldü ağlamaktan...
✨Ezgi Mola ve Açelya Devrim Yılhan ✨
#MasumlarApartmanı";Positive;1
2146;Ciğerim söküldü. #MasumlarApartmanı;Positive;1
2147;"Ciğerimden yanıyorum ben bu defa başka...Masumlarım ♥️
#MasumlarApartmanı";Positive;1
2148;Ciğerimden yanıyorum ben bu defa başkaa 🥺😭 #MasumlarApartmanı https://t.co/otnLmUWENt;Positive;1
2149;Ciğerimizi deldin Hasibeeee #MasumlarApartmanı;Positive;1
2150;"Cihangir ceyhan karizması diye bi gerçek var #CihangirCeyhan 
#CamdakiKız 
 https://t.co/T9rio1xHA1";Positive;1
2151;cihangir ceyhan son sahne 😭 çok güzellerdiii #CamdakiKız;Neutral;2
2152;"Cimrisin evet iki saattir beni öpmedin"" yaaa çok tatlısınız ama siz #EsGül 😍 #MasumlarApartmanı https://t.co/dV9PKV9cdi";Positive;1
2153;"Ciyak ezgiyle başladık harika gerçekten
#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Positive;1
2154;"Ciyak ezgiyle başladık harika gerçekten
#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Positive;1
2155;Cok guzel  #ÜçKızKardeş https://t.co/JTePV0hvo6;Positive;1
2156;"cok güzelsiniz🌹 sizi birlikte izlemek o kadar güzel ki Safiye ile Doktor hanım sahnelerinin etkisi bir başka 
#masumlarapartmanı https://t.co/539F5qqFt5";Positive;1
2157;Cok heyecanlı #CamdakiKız;Positive;1
2158;Cok iyi bir bölümdü.Safiye ile doktor hanım sahnesinde her cumle kalbe bir oktu.Safiye doktor replikleri tek tek cok özenli etkileyici oluyor keske daha erken izleseydik terapiyi diyorum sahneleri o kadar etkiliyor ki #MasumlarApartmanı;Positive;1
2159;Cok iyi fragman #üçkızkardeş https://t.co/dTVt52FFc5;Positive;1
2160;Cok iyi yapmislar KWJRLSKFLDJFKR #evlilikhakkındahersey;Positive;1
2161;"Cok naif bir sahneydi.Bir dahaki omzunu yaslayan da elif olur umarım.Birbirlerine omuz oldular.

#GönülDağı #Elken #ZümreMeğreli #SerkanKuru #Elif #Kenan https://t.co/soxMAAcV6Y";Positive;1
2162;Cok sacmaladiniz bence de bitirin #MasumlarApartmanı ozellikle reklamlar rezillik;Negative;4
2163;Cok sinirliyim suan ve sinirim yapimcimiz olacak kadın ve senarist bozuntularina bidaha is yapamayin yaaa uffff baska yapimcimiz olsaydi keske 🥺🥺 @FOXTurkiye bidaha bole zor gun de tutunacak dizi bulmaniz zor gbi #AşkMantıkİntikam #EsZan https://t.co/KeF9sE6UbP;Negative;4
2164;COK TATLI #mahkum #mahkumdizi #mahkumfox #mahkumfırat #fıratbulut #onurtuna @OnurT_ https://t.co/9s7310Nkfl;Positive;1
2165;"Cok tatlı 😍😂

#ÜçKızKardeş #TürMer https://t.co/5cQFw6CB9P";Positive;1
2166;"Cok üzülüyorum🥹🥀
#akbat || #destan https://t.co/6TkFPXvvPe";Positive;1
2167;Cokca aşk #CamdakiKız;Positive;1
2168;Colpah cevher ve Erman Arsen... Beni Aska inandirmaya ne hakkınız var @evlilikhkhersey @FOXTurkiye #EvlilikHakkındaHerŞey #SALI #Nisan;Neutral;2
2169;Colpan cehver Sen Bir Efsanesin shhdjfufjcjjc #evlilikhakkındaherşey https://t.co/TSbcmVp5bY;Positive;1
2170;"COŞTULAR İYİCE ĞWDÇWMEFÜWİDDÇ

🏷 #EvlilikHakkındaHerŞey";Neutral;2
2171;"Coşturdun bizi admin ilk defa sizden yana elken ciftinin  bu kadar önemsendiğini hissediyoruz.Zümre ve Serkan hep hissettiriyordu ama sizin hissetirmeniz dahada guzel.Gereken degeri vermeniz cok hoş.

#GönülDağı #Elken #ZümreMeğreli #SerkanKuru #Elif #Kenan 
@essizferhat https://t.co/iDZFXap26h https://t.co/WTZmGOCytn";Positive;1
2172;Cuma dizileri çok izlenmiyor #ArkaSokaklar hatasiz yazilsaydi SelMes yok sayilmasaydi her sahneleri özenli yazilsaydi şuan çift rakamlarla bayram ediyordunuz seyirci SelMes de hic bir şey izleyemedi ama istiyor görmeyince kaćiyor aslin da iyi de yapiyor yapim bir şey yapar umarim;Negative;4
2173;"Cuma fox izleyen olursa yakarım 

#AşkMantıkİntikam";Negative;4
2174;Cuma gecesi yok mu #askmantıkintikam 1.bölümü izlememiz ve tagi gündeme getirip o gece çokacak x dizisinin tagi gündeme girmemiş olması 😅;Neutral;2
2175;Cuma görüşmek üzere #arkasokaklar 626.bolum #kanald https://t.co/omvMjEByHY;Neutral;2
2176;cuma günü olan bölümde hüsnü'nün örnek 60 tane sahnesi varsa 58 tane sahne evinde olur senaryo o kadar saçmaki örnek selin mesut tatile çıksa koca bölümde 3 tane sahneleri olur bölümde 3'dk bile gözükmez bu senaryo yapım nasıl susuyor @ozanemre @aermis77 @erlerfilm_ #arkasokaklar;Negative;4
2177;Cuma günü terapistimle Safiye'nin 4 bölümde iyileşmesi üzerine bir konuşma yapmayı düşünüyorum #MasumlarApartmanı;Neutral;2
2178;Cuma neşesi tadında bir #BorSan enerjisi bırakıyoruz şuraya. 🥳 -FOXmin #EvlilikHakkındaHerŞey @evlilikhkhersey https://t.co/01Lun8zaF0;Positive;1
2179;cuma olan projelerin hiç biri 17 sezon olmıcak ve 17 sezon tüm rakipler yeniyken başlıcan 3 yıldır sezona reyting olarak kötü başlıyorsunuz yeni sezon da başlıcak projeler sizden bir iki hafta önce başlıcak ya tutarsa ne olacak @ozanemre @erlerfilm_ @ayilmazekmekci #arkasokaklar;Negative;4
2180;cuma zirveyi alma şansınız yok kalan bölümler sosyal kitleyi geri çekmeye çalışsanız selmes'e çay içme sahnesi yada yemek muhabeti yazarak bu çiftin kitlesini diziye çekemezsiniz kaybedilen izleyiciyi çekemezsin istikrarli yazılmadığı için gelen seyircide gidiyor #arkasokaklar;Negative;4
2181;"Cumartesi bizim için mübarek gün vesselam 🔥
Adeta her hafta ortalığı yakıyoruz dercesine 😎

#Gönüldağı #ElKen #SerkanKuru #ZümreMeğreli #Elif #Kenan https://t.co/ohgvNn7Riy";Positive;1
2182;Cumartesi günlerinin en güzel yönü #Gönüldağı izleyecek olmak 😀;Positive;1
2183;"Cumartesi günün en güzel yanı 
 #GönülDağı günü olması 😍
Herkes ekran başına yoksa 20 lik cetvel geliyorrr.. 😂😂😂 #Nişanımızvar";Positive;1
2184;Cumartesi günün en güzel yanı #GönülDağı günü olması;Positive;1
2185;"Cumartesiyi sevmemin nedeni #Gönüldağı dizisinden olabilir 🥰
#Elif https://t.co/zARGpUuB2m";Positive;1
2186;Cunku   bazi sapsal  oyuncular gibi rol icabi bogurerek degil,  sakince ve gercekci agliyor ben asiri etkileniyorum izlerken. #ismailhacıoğlu #mahkum https://t.co/zpeCNIRwGV;Positive;1
2187;Cümle alem gördü çöp daireyi, boşaltılması farz oldu #safiye #MasumlarApartmanı https://t.co/NThirgrdrA;Neutral;2
2188;Cümlelerle aran iyi değilse başka bişey önerebilirim ♡ #camdakikiz;Neutral-Negative;3
2189;"Cümleten Allah rahmet eylesin. Biz ölüyormuşuz. Öptük sizi bizi unutmayın. 🥺🤍 #Destan 
•
•
•
@balamiryabgu @BatugaTeginim @daginkizisirma https://t.co/NVb5aQlLxB";Neutral-Negative;3
2190;"Ç : Evlendik mi dedin sen 💥💥💥
E : Bora cevher mi dedin sen 😂
Erman 'ın takıldığı tek sey bora cevher olması 😂😂😂
#evlilikhakkindahersey https://t.co/zlzCi9yFRH";Neutral;2
2191;Çağla bahçesinden bir sürü yan yana bakışlı sahnemiz varken senin çok kötü bir araba fotoğrafı ile #Elken etiketiyle fotoğraf atmanda tam senden beklenicek hareketti admin @gonuldagitrt #GönülDağı #ElKen #Elif #Kenan;Negative;4
2192;"Çıkacağım diye seslendim duymadınız herhalde internetim çok kötüydü zaten hiçbir şey anlaşılmıyordu 🥺

#SelMes #ArkaSokaklar https://t.co/HcD9MDRxqW";Neutral;2
2193;"Çıkacağım diye seslendim duymadınız herhalde internetim çok kötüydü zaten hiçbir şey anlaşılmıyordu 🥺

#SelMes #ArkaSokaklar https://t.co/HcD9MDRxqW";Neutral;2
2194;"Çıkamadım videodan,harikalar 🌸🧿
#BirkanSokullu #AslıhanGürbüz
#HanCey #MasumlarApartmanı https://t.co/JhC8UZDp1H";Positive;1
2195;Çınar ağacı gibi sağlam, zeytin ağacı gibi bereketli yuva 👏🏻 harika tasvir #GönülDağı #NişanımızVar;Positive;1
2196;"Çocuklar dan gizli tatlı yerken bende Nalan gibi oluyorum 😄😄
#CamdakiKız";Neutral;2
2197;"Çocuklarla çocuk olmuşlar 🥰 çok tatlılar 

#evlilikhakkındaherşey #çoler https://t.co/ZTAdwu3jIy";Positive;1
2198;"Çocukluk korkuları; yetişkinlikte takıntılara ve kötü davranışlara dönüşür. #GeceyeNotum #CamdakiKız #ProtestoEdiyorum #CocuklarSanaEmanet #cocuklarımızgeleceğimiz #CocukRuhum https://t.co/n0vgof2nOp";Neutral;2
2199;Çok afedersiniz de çifti bilinç kaybı yaşarken evlenmeyen, röntgen filminden düğün fotoğrafı yapmayanla muhattap olmam mümkün değil artık 😂 #BorSan #EvlilikHakkındaHerŞey;Neutral;2
2200;Çok ağlayacaz desene #Mahkum #KimYaptı https://t.co/obXmSote3x;Neutral;2
2201;"Çok ama çok güzeller ya
#GönülDağı #AsRam https://t.co/q1pAZABDVE";Positive;1
2202;"çok ama çook❤ 
Binnur Kaya 
Ezgi Mola Tansel Öngel 
#masumlarapartmanı https://t.co/SRdRLVDfqJ";Neutral;2
2203;"Çok anlamlı bir cümle..🥺👏🏻♥
#evlilikhakkındahersey #Çoler 
@evlilikhkhersey @mfyapimtv @FOXTurkiye https://t.co/AqPLmFtXwB";Positive;1
2204;"Çok aşığım 🔥🔥🔥 midem da kelebekler pıt pıt  🦋🦋🦋 uçuyor 😂😂😂 
#Evlilikhakkindahersey https://t.co/zMMzhFdMZ5";Positive;1
2205;Çok aşık gördüm ben ama çok güzel seviyor 🖤 kalbe giden tüm yollara kestirmeden gidiyor 🕊🕊🕊🕊 #MasumlarApartmanı https://t.co/yihZ7bwKi8;Positive;1
2206;"Çok aşıklar 🧿
#elken #gönüldağı https://t.co/YyQowO0qdi";Positive;1
2207;Çok az kaldı yeni bölüme 💃 Bol #BorSan bol eğlence 🙏 #EvlilikHakkındaHerŞey;Positive;1
2208;Çok başarılısın Burcu Biricik.Yolum açık olsun. #CamdakiKız;Positive;1
2209;"çok başka güzel bu ikili maşallah 🌼🌸
#MasumlarApartmanı | #MerveDizdar | #UğurUzunel https://t.co/gdTDOkmOAw";Positive;1
2210;Çok bekledik bu sahne için çok güzel bir aile oldunuz  #MasumlarApartmanı sakinleri ❤️❤️❤️❤️❤️#MasumlarApartmanıSon4 https://t.co/EAbJp3RNSr;Positive;1
2211;Çok benzemiyolar mı #Mahkum #LeylaİleMecnun #SarpAydınoğlu #YunusEmreÖzcan https://t.co/Gz6zkPRL6H;Neutral;2
2212;Çok bir güzel bölümdü ben eğlendim vallahi kahkaha atarak izledik. Mihriban anlattığı için ön plandaydı biraz. Tek kusur çiftlerin dans etmemesi olabilir #gönüldağı #nişanımızvar;Positive;1
2213;Çok bunaltıcı bir diziye benziyor ilgi alanımın dışında #ÜçKızKardeş;Negative;4
2214;"Çok büyük bir suç işlemişler Elini tutmuş... ahhh Nalan susma artık 
#burcubiricik #cihangirceyhan #CamdakiKız https://t.co/KynQh1nZPK";Neutral;2
2215;"Çok cahil bir toplum olduk,
bir taraftanda her şeyi biliyoruz nasıl oluyorsa..! ❤️💙❤️💙❤️💙❤️💙❤️💙❤️💙❤️💙👍💙❤️❤️💙❤️💙❤️💙❤️💙❤️💙❤️💙#sakamısınızarkadas #CamdakiKız #SampiyonTrabzonspor";Negative;4
2216;Çok çok çok tatlısınız #BorSan 💕 #EvlilikHakkındaHerŞey https://t.co/KKyhZuVtW8;Positive;1
2217;Çok çok kalp 🫶 ❤️ #hancey #MasumlarApartmanı https://t.co/mS16igwDK9;Positive;1
2218;Çok da üstüne gitmeyin yav Rüçhan'ın tamam hata yaptı ama Türkan'a böyle şey yapmaz #ÜçKızKardeş;Neutral;2
2219;"Çok daha iyisini hak ediyor bu dizi umarım haftaya daha da yükselirizz
#evlilikhakkındahersey https://t.co/KTXvT2xdj6";Positive;1
2220;Çok değerli iki oyuncunun hatrı sayılır bir kitlesi mevcut. Kostüm, mekan yetersizliği yüzünden bir çoğu diziye olan ümitlerini kaybetmiş durumda. Diğer kişilere gösterilen insiyatif onlara da gösterilsin istiyorlar. Seyirci haklı. @ayilmazekmekci #arkasokaklar https://t.co/YrNmc0q1Jp;Neutral;2
2221;"Çok duygusal oldu...🥹
#Mahkum • #KimYaptı https://t.co/2c27Kf8IM4";Positive;1
2222;"Çok duygusalım felfenayım 🥹😍❤️ #AsRam #NişanımızVar #GönülDağı
  https://t.co/YdDWsKYd5j";Positive;1
2223;"Çok duygusalım şu an, resmen evleniyoruz 🥺 
#EvlilikHakkındaHerŞey #çoler https://t.co/16THyj5BSO";Positive;1
2224;Çok düşmüş reytingler bu kadar beklemiyordum ama bu reytingler geçen bölümün yansıması gibi haftaya düzelir,yükselir umarım.. #Mahkum https://t.co/52uRLjMuw1;Positive;1
2225;çok egzajere edilmiş normal anlatsanız şu hikayeyi #camdakikiz;Negative;4
2226;"Çok eğlendim
Ellerinize sağlık
#EvlilikHakkındaHerŞey";Positive;1
2227;"Çok eksik kalacağız çok🙄
Masumlar YarımKalmasın
#MasumlarApartmanı";Positive;1
2228;Çok erken oldu Cemre 🥀#mahkum https://t.co/7bA8gScfJR;Neutral;2
